City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,broome,42.2506,-75.833,26.44,67,0,3.09,US,1691615072
363,ban talat yai,7.8848,98.4001,30.01,72,59,3.88,TH,1691615073
364,cascais,38.6979,-9.4215,22.74,82,20,7.15,PT,1691614833
365,norilsk,69.3535,88.2027,13.57,69,99,2.35,RU,1691615073
366,grantsville,40.5999,-112.4644,31.05,26,0,4.63,US,1691615073
367,viedma,-40.8135,-62.9967,17.19,30,96,6.9,AR,1691614861
368,tommot,58.9564,126.2925,15.34,93,89,1.45,RU,1691615073
369,luganville,-15.5333,167.1667,20.57,90,100,4.91,VU,1691614882
370,macia,-25.0269,33.0989,15.65,88,0,2.06,MZ,1691615073
371,kavaratti,10.5669,72.642,28.1,76,100,7.0,IN,1691615074
372,alofi,-19.0595,-169.9187,26.94,89,75,3.09,NU,1691615074
373,gamba,-2.65,10.0,21.86,89,59,2.43,GA,1691615074
374,toliara,-23.35,43.6667,20.45,81,0,5.86,MG,1691614954
375,robore,-18.3333,-59.75,33.05,52,2,0.0,BO,1691615007
376,steamboat springs,40.485,-106.8317,25.75,28,0,6.17,US,1691614813
377,conduaga,8.862,117.4893,26.6,86,61,2.36,PH,1691615074
378,mungyeong,36.5946,128.1995,22.65,96,100,6.72,KR,1691615075
379,santiago de cao,-7.9589,-79.2392,22.07,78,75,3.6,PE,1691615075
380,nyrob,60.733,56.7202,12.48,72,8,1.84,RU,1691615075
381,hafnarfjordur,64.0671,-21.9377,15.93,41,0,3.6,IS,1691615075
382,uthal,25.8072,66.6219,28.08,77,88,2.38,PK,1691615075
383,east end,34.5507,-92.341,32.84,33,80,5.44,US,1691615075
384,borazjan,29.2666,51.2159,38.27,24,91,2.25,IR,1691615075
385,manokwari,-0.8667,134.0833,25.18,73,100,1.72,ID,1691615075
386,inhambane,-23.865,35.3833,20.63,70,55,6.12,MZ,1691615076
387,matoury,4.8483,-52.3317,28.98,74,0,4.63,GF,1691615076
388,primorsk,46.7348,36.3443,24.3,51,26,8.17,UA,1691615076
389,ipora,-16.4419,-51.1178,29.59,17,2,0.9,BR,1691614905
390,formosa,-26.1775,-58.1781,18.99,85,75,3.6,AR,1691615076
391,ixtapa,20.7,-105.2,32.9,74,100,4.63,MX,1691615076
392,holualoa,19.6228,-155.9522,28.91,63,40,6.69,US,1691615076
393,riosucio,5.4216,-75.7032,25.0,69,79,1.6,CO,1691615076
394,tevriz,57.509,72.4042,13.81,79,100,2.17,RU,1691615077
395,suntar,62.1444,117.6319,15.9,78,23,2.55,RU,1691614975
396,gioia del colle,40.7967,16.9236,22.82,44,100,1.44,IT,1691615077
397,fukushima,37.75,140.4678,26.19,82,34,0.89,JP,1691614875
398,acarau,-2.8856,-40.12,25.96,79,75,5.94,BR,1691614786
399,coquimbo,-29.9533,-71.3436,14.85,82,100,3.09,CL,1691614997
400,ermoupolis,37.4423,24.9425,25.39,53,0,5.14,GR,1691615077
401,narvik,68.4384,17.4272,18.78,57,0,2.94,NO,1691615077
402,pavilosta,56.8879,21.1859,12.95,79,100,6.11,LV,1691615077
403,saint-leu,-21.15,55.2833,20.46,89,24,2.13,RE,1691615078
404,sinop,41.7711,34.8709,16.93,80,10,0.87,TR,1691614931
405,damboa,11.156,12.7576,22.03,91,100,2.37,NG,1691614989
406,novouzensk,50.4592,48.1431,24.35,40,3,3.41,RU,1691615078
407,jinghong,21.991,100.7341,21.5,99,100,0.35,CN,1691615078
408,mount pearl,47.5166,-52.7813,14.42,84,75,6.17,CA,1691615078
409,mossendjo,-2.9506,12.7261,22.66,69,63,0.48,CG,1691615078
410,mejit,10.2753,170.8646,27.8,71,85,4.79,MH,1691615078
411,garachico,28.7781,-17.7646,22.06,78,0,6.69,ES,1691615078
412,port augusta,-32.5,137.7667,8.6,88,1,2.49,AU,1691614792
413,debre mark'os,10.35,37.7333,11.77,94,100,1.23,ET,1691615079
414,fale old settlement,-9.3852,-171.2468,28.41,78,30,6.71,TK,1691615079
415,conceicao da barra,-18.5933,-39.7322,21.96,81,13,2.19,BR,1691615066
416,manavalakurichi,8.1333,77.3,25.61,87,100,5.7,IN,1691615079
417,luwingu,-10.2621,29.9271,16.12,47,0,2.72,ZM,1691615079
418,plesetsk,62.708,40.2916,16.0,88,4,2.24,RU,1691615079
419,catabola,-12.15,17.2833,19.26,29,0,1.04,AO,1691615079
420,manghit,42.1156,60.0597,24.99,27,0,2.67,UZ,1691615079
421,cooper's town,26.8667,-77.5167,30.04,74,97,3.42,BS,1691614931
422,itaueira,-7.6033,-43.0256,30.17,32,9,4.37,BR,1691615080
423,harar,9.3094,42.1258,15.94,86,99,2.11,ET,1691615080
424,kununurra,-15.7667,128.7333,14.99,77,39,1.03,AU,1691614959
425,heroica guaymas,27.9333,-110.9,41.6,44,3,6.91,MX,1691614925
426,usinsk,65.9939,57.5281,11.87,76,76,3.33,RU,1691615080
427,pucallpa,-8.3791,-74.5539,32.02,62,40,3.09,PE,1691615080
428,chernyshevskiy,63.0128,112.4714,15.15,95,76,0.4,RU,1691615080
429,laojunmiao,39.8333,97.7333,20.2,56,88,0.44,CN,1691615080
430,mosjoen,65.836,13.1908,18.29,48,40,5.66,NO,1691615081
431,taos,36.4072,-105.5731,31.22,20,20,9.26,US,1691614843
432,rawson,-43.3002,-65.1023,18.98,28,62,6.45,AR,1691615081
433,varzelandia,-15.7014,-44.0275,24.0,34,0,3.03,BR,1691615081
434,vorkuta,67.5,64.0,7.84,88,35,3.08,RU,1691614904
435,harper,4.375,-7.7169,24.42,82,100,5.69,LR,1691615081
436,tianpeng,30.9866,103.9393,26.26,87,77,1.45,CN,1691615081
437,bollnas,61.3482,16.3946,11.52,94,97,2.43,SE,1691615081
438,kuytun,54.3419,101.5036,14.62,89,100,2.93,RU,1691615082
439,cabedelo,-6.9811,-34.8339,26.37,78,36,7.56,BR,1691615082
440,suva,-18.1416,178.4415,20.71,88,75,3.09,FJ,1691614858
441,shadipur julana,29.1333,76.4167,31.82,53,96,2.56,IN,1691615082
442,yemva,62.59,50.8594,15.5,73,11,0.51,RU,1691615082
443,prainha,-1.8,-53.48,31.5,51,57,2.32,BR,1691615082
444,gebeit,21.0667,36.3167,31.4,21,4,1.81,SD,1691615082
445,anderstorp,58.8833,14.2833,11.86,98,92,1.79,SE,1691615082
446,red chute,32.556,-93.6132,40.05,35,0,6.69,US,1691615082
447,guarapari,-20.6667,-40.4975,22.72,96,63,0.72,BR,1691614861
448,oliver,49.1831,-119.5524,25.95,41,55,0.51,CA,1691615083
449,kish,26.5578,54.0194,34.15,70,0,4.12,IR,1691615083
450,kangding,30.0513,101.9603,16.87,93,100,0.73,CN,1691615083
451,tiznit,29.5833,-9.5,26.18,44,3,1.02,MA,1691614815
452,kuroiso,36.9667,140.05,23.06,98,60,2.53,JP,1691615083
453,puerto leguizamo,-0.1934,-74.7819,29.49,66,91,0.92,CO,1691615083
454,mahabad,36.7631,45.7222,24.63,29,0,1.69,IR,1691615083
455,floro,61.5996,5.0328,10.04,93,100,3.6,NO,1691615084
456,sendafa,9.15,39.0333,13.64,87,51,0.54,ET,1691615084
457,arraial do cabo,-22.9661,-42.0278,21.92,78,75,6.17,BR,1691614789
458,marawi city,8.0,124.2833,20.83,94,100,1.93,PH,1691615084
459,saint croix,17.7397,-64.7388,31.25,62,20,7.72,VI,1691615084
460,caleta de carquin,-11.0925,-77.6267,21.35,69,35,4.79,PE,1691615084
461,sumbe,-11.2061,13.8437,20.05,85,54,2.82,AO,1691615023
462,maridi,4.9158,29.4742,20.47,85,35,0.87,SS,1691615084
463,fortuna,40.5982,-124.1573,23.29,71,0,7.2,US,1691614787
464,uruzgan,32.8333,66.0,24.22,16,0,0.89,AF,1691615084
465,krasnyy chikoy,50.3643,108.7512,17.67,98,100,1.13,RU,1691615085
466,mana,5.6592,-53.7767,27.3,79,56,5.77,GF,1691615085
467,howrah,22.5892,88.3103,28.0,89,100,0.0,IN,1691615085
468,chintamani,13.4,78.0667,22.19,73,96,2.99,IN,1691615085
469,hami,42.8,93.45,28.25,29,5,7.43,CN,1691615085
470,tindouf,27.6711,-8.1474,40.25,8,0,6.17,DZ,1691615017
471,la ronge,55.1001,-105.2842,20.12,49,40,5.66,CA,1691614791
472,jember,-8.166,113.7032,18.25,89,22,0.38,ID,1691615085
473,tvoroyri,61.5556,-6.8111,10.1,77,38,5.29,FO,1691615086
474,timbuktu,16.7735,-3.0074,36.59,31,84,3.8,ML,1691615086
475,luang namtha,20.9497,101.4011,21.88,99,100,0.3,LA,1691615086
476,magalia,39.8121,-121.5783,30.06,30,28,1.34,US,1691615086
477,mahina,-17.5065,-149.489,27.87,65,20,1.54,PF,1691614941
478,al jadid,27.05,14.4,28.72,25,0,4.32,LY,1691615086
479,mme-bafumen,6.3333,10.2333,17.17,95,97,0.17,CM,1691615086
480,yibin,28.7667,104.6238,26.05,95,100,1.09,CN,1691615086
481,coahuayana de hidalgo,18.7,-103.6583,32.76,64,19,4.06,MX,1691615087
482,tromso,69.6496,18.957,19.65,55,0,5.14,NO,1691615087
483,kerman,30.2832,57.0788,28.92,21,40,3.09,IR,1691614829
484,shanhecun,44.7,127.2,17.94,93,100,1.64,CN,1691615087
485,namtsy,62.7161,129.6658,13.33,67,10,1.77,RU,1691615087
486,el aioun,34.5832,-2.5061,30.84,40,0,2.69,MA,1691615087
487,slavgorod,52.9978,78.6449,20.0,58,100,2.49,RU,1691615087
488,paramonga,-10.6667,-77.8333,21.22,71,23,4.8,PE,1691615087
489,abepura,-2.6333,140.5833,23.45,88,20,0.0,ID,1691615088
490,galvez,-32.0293,-61.221,19.14,56,96,2.43,AR,1691615088
491,ormara,25.2088,64.6357,27.12,81,87,7.05,PK,1691614946
492,akjoujt,19.6969,-14.4164,35.72,22,2,7.12,MR,1691615088
493,graaff-reinet,-32.2522,24.5308,13.63,64,0,0.87,ZA,1691615088
494,necochea,-38.5473,-58.7368,11.39,78,98,4.14,AR,1691614846
495,conde,-7.2597,-34.9075,25.7,78,40,4.12,BR,1691615088
496,quellon,-43.1167,-73.6167,11.14,87,100,7.72,CL,1691615088
497,taroa,8.7058,171.2275,27.59,77,91,5.04,MH,1691615088
498,kabompo,-13.5927,24.2008,17.75,30,0,3.13,ZM,1691615089
499,berezovyy,51.6667,135.7,13.6,84,32,0.67,RU,1691614795
500,selfoss,63.9331,-20.9971,12.25,76,99,3.26,IS,1691615089
501,vernon,50.2581,-119.2691,24.61,53,100,1.03,CA,1691615089
502,znamenskoye,57.1281,73.8282,13.36,84,100,2.31,RU,1691615089
503,luwuk,-0.9516,122.7875,24.2,88,81,2.17,ID,1691615089
504,zarate,-34.0981,-59.0286,17.8,10,7,2.82,AR,1691615089
505,taoudenni,22.6783,-3.9836,42.29,11,37,9.26,ML,1691614975
506,njombe,-9.3333,34.7667,9.05,90,32,2.49,TZ,1691615089
507,masterton,-40.9597,175.6575,4.94,98,100,1.68,NZ,1691615090
508,xylokastro,38.0776,22.6317,25.0,46,3,0.89,GR,1691615095
509,nola,40.922,14.5329,23.55,68,75,0.83,IT,1691615095
510,hilo,19.7297,-155.09,27.93,92,82,0.89,US,1691614912
511,hastings,50.8552,0.5729,18.22,42,6,1.81,GB,1691614809
512,grand falls-windsor,48.9332,-55.6649,16.39,83,100,0.45,CA,1691615095
513,nampula,-15.1165,39.2666,18.97,72,40,4.12,MZ,1691615095
514,siniscola,40.5719,9.6922,21.75,69,60,2.01,IT,1691615096
515,san andres,12.5847,-81.7006,31.01,70,20,4.12,CO,1691615096
516,petauke,-14.2426,31.3253,16.52,41,1,4.63,ZM,1691615096
517,kotel'nich,58.3089,48.348,17.41,81,4,1.57,RU,1691615096
518,ulsan,35.5372,129.3167,25.92,94,100,11.19,KR,1691614804
519,pacific grove,36.6177,-121.9166,24.1,77,0,6.17,US,1691615096
520,gharyan,32.1722,13.0203,21.16,52,0,1.78,LY,1691615096
521,cafayate,-26.073,-65.9761,20.69,19,69,3.82,AR,1691614851
522,hiriyur,13.9456,76.6192,23.04,83,52,5.2,IN,1691615022
523,novotroitskaya,45.3267,41.5253,26.41,56,76,2.97,RU,1691615097
524,durban,-29.8579,31.0292,18.51,74,100,2.61,ZA,1691615097
525,minab,27.1467,57.0801,32.33,68,5,2.45,IR,1691615097
526,bengkulu,-3.8004,102.2655,23.0,92,46,2.52,ID,1691615097
527,bodo,67.28,14.405,18.76,60,0,6.17,NO,1691615097
528,aneho,6.2333,1.6,26.11,87,100,6.0,TG,1691615097
529,onguday,50.75,86.15,11.47,93,45,1.38,RU,1691615098
530,wynyard,-41.0,145.7167,9.93,84,100,5.33,AU,1691615098
531,sangueya,10.7,-14.3667,24.72,95,100,1.15,GN,1691615098
532,kingscliff,-28.2667,153.5667,12.09,100,5,0.0,AU,1691615098
533,bojia,26.4672,111.9681,25.92,92,7,0.54,CN,1691615098
534,taquarituba,-23.5331,-49.2444,18.83,77,76,4.93,BR,1691615019
535,port shepstone,-30.7414,30.455,18.17,78,100,3.42,ZA,1691615103
536,fort mcmurray,56.7268,-111.381,14.77,94,100,5.14,CA,1691614807
537,kurumkan,54.3,110.3,16.97,97,100,2.2,RU,1691615104
538,san jose temascatio,20.6833,-101.2667,26.42,30,15,0.18,MX,1691615105
539,prado,-17.3411,-39.2208,21.92,77,3,3.19,BR,1691615050
540,salekhard,66.53,66.6019,9.44,80,7,2.83,RU,1691615105
541,charters towers,-20.1,146.2667,12.76,91,18,3.47,AU,1691615105
542,sheldon,43.1811,-95.8561,27.3,66,40,2.57,US,1691615106
543,geraldton,-28.7667,114.6,9.23,87,40,3.6,AU,1691615106
544,karratha,-20.7377,116.8463,20.1,53,0,2.45,AU,1691615106
545,hisarya,42.5,24.7,18.95,55,67,1.58,BG,1691615107
546,garbahaarrey,3.3289,42.2209,25.07,61,59,9.41,SO,1691615107
547,chenaran,36.6455,59.1212,22.88,31,0,2.29,IR,1691615107
548,chernyshevsk,52.5243,117.0174,16.72,54,84,1.52,RU,1691615107
549,tete,-16.1564,33.5867,23.05,49,40,3.6,MZ,1691614869
550,tidjikja,18.5564,-11.4271,36.19,18,12,5.6,MR,1691615108
551,at-bashi,41.1702,75.8106,12.95,45,0,0.87,KG,1691615108
552,effingham,32.3669,-81.3332,32.97,43,38,4.11,US,1691614810
553,dong ha,16.8163,107.1003,28.69,65,96,5.74,VN,1691615108
554,altai,46.3722,96.2583,14.12,53,0,2.61,MN,1691615108
555,argo,37.6333,22.7333,24.88,71,31,1.02,GR,1691615109
556,oltinko'l,40.8011,72.1634,26.59,26,0,2.03,UZ,1691615109
557,kristiansund,63.1115,7.732,11.36,87,100,1.03,NO,1691615109
558,tupiza,-21.45,-65.7167,20.26,5,0,8.51,BO,1691615109
559,sola,-13.8833,167.55,22.98,85,100,10.3,VU,1691614978
560,massawa,15.6097,39.45,35.37,48,72,2.92,ER,1691615110
561,port douglas,-16.4833,145.4667,21.22,79,99,6.59,AU,1691615110
